Sexo;Ciclo;Habilidades TIC;Total
Ambos sexos;Técnico superior en administración y finanzas;Usuario experto;23,5
Ambos sexos;Técnico superior en administración y finanzas;Usuario de nivel avanzado;67,1
Ambos sexos;Técnico superior en administración y finanzas;Usuario de nivel básico;9,3
Ambos sexos;Técnico superior en administración y finanzas;No usuario de las TIC;0,0
Ambos sexos;22 - COMERCIO Y MARKETING;Total;100,0
Ambos sexos;22 - COMERCIO Y MARKETING;Usuario experto;19,1
Ambos sexos;22 - COMERCIO Y MARKETING;Usuario de nivel avanzado;71,1
Ambos sexos;22 - COMERCIO Y MARKETING;Usuario de nivel básico;9,6
Ambos sexos;22 - COMERCIO Y MARKETING;No usuario de las TIC;0,2
Ambos sexos;Técnico superior en comercio internacional;Total;100,0
Ambos sexos;Técnico superior en comercio internacional;Usuario experto;16,2
Ambos sexos;Técnico superior en comercio internacional;Usuario de nivel avanzado;73,0
Ambos sexos;Técnico superior en comercio internacional;Usuario de nivel básico;10,9
Ambos sexos;Técnico superior en comercio internacional;No usuario de las TIC;0,0
Ambos sexos;Técnico superior en transporte y logística;Total;100,0
Ambos sexos;Técnico superior en transporte y logística;Usuario experto;18,5
Ambos sexos;Técnico superior en transporte y logística;Usuario de nivel avanzado;67,8
Ambos sexos;Técnico superior en transporte y logística;Usuario de nivel básico;12,2
Ambos sexos;Técnico superior en transporte y logística;No usuario de las TIC;1,4
Ambos sexos;TS en gestión de ventas y espacios comerciales TS en marketing y publicidad y Servicios al consumidor;Total;100,0
Ambos sexos;TS en gestión de ventas y espacios comerciales TS en marketing y publicidad y Servicios al consumidor;Usuario experto;20,4
Ambos sexos;TS en gestión de ventas y espacios comerciales TS en marketing y publicidad y Servicios al consumidor;Usuario de nivel avanzado;71,0
Ambos sexos;TS en gestión de ventas y espacios comerciales TS en marketing y publicidad y Servicios al consumidor;Usuario de nivel básico;8,6
Ambos sexos;TS en gestión de ventas y espacios comerciales TS en marketing y publicidad y Servicios al consumidor;No usuario de las TIC;0,0
Ambos sexos;23 - SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;Total;100,0
Ambos sexos;23 - SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;Usuario experto;6,2
Ambos sexos;23 - SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;Usuario de nivel avanzado;69,0
Ambos sexos;23 - SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;Usuario de nivel básico;24,8
Ambos sexos;23 - SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;No usuario de las TIC;0,1
Ambos sexos;Técnico superior en educación infantil;Total;100,0
Ambos sexos;Técnico superior en educación infantil;Usuario experto;5,7
Ambos sexos;Técnico superior en educación infantil;Usuario de nivel avanzado;70,4
Ambos sexos;Técnico superior en educación infantil;Usuario de nivel básico;24,0
Ambos sexos;Técnico superior en educación infantil;No usuario de las TIC;0,0
Ambos sexos;Técnico superior en animación sociocultural y turística;Total;100,0
Ambos sexos;Técnico superior en animación sociocultural y turística;Usuario experto;11,8
Ambos sexos;Técnico superior en animación sociocultural y turística;Usuario de nivel avanzado;70,0
Ambos sexos;Técnico superior en animación sociocultural y turística;Usuario de nivel básico;18,2
Ambos sexos;Técnico superior en animación sociocultural y turística;No usuario de las TIC;0,0
Ambos sexos;Técnico superior en integración social;Total;100,0
Ambos sexos;Técnico superior en integración social;Usuario experto;5,9
Ambos sexos;Técnico superior en integración social;Usuario de nivel avanzado;63,5
Ambos sexos;Técnico superior en integración social;Usuario de nivel básico;30,3
Ambos sexos;Técnico superior en integración social;No usuario de las TIC;0,2
Ambos sexos;Técnico superior en promoción de igualdad de género Interpretación de Lenguajes de Signos;Total;100,0
Ambos sexos;Técnico superior en promoción de igualdad de género Interpretación de Lenguajes de Signos;Usuario experto;4,5
Ambos sexos;Técnico superior en promoción de igualdad de género Interpretación de Lenguajes de Signos;Usuario de nivel avanzado;76,4
Ambos sexos;Técnico superior en promoción de igualdad de género Interpretación de Lenguajes de Signos;Usuario de nivel básico;19,0
Ambos sexos;Técnico superior en promoción de igualdad de género Interpretación de Lenguajes de Signos;No usuario de las TIC;0,0
Ambos sexos;24 - HOSTELERÍA Y TURISMO;Total;100,0
Ambos sexos;24 - HOSTELERÍA Y TURISMO;Usuario experto;11,3
Ambos sexos;24 - HOSTELERÍA Y TURISMO;Usuario de nivel avanzado;63,4
Ambos sexos;24 - HOSTELERÍA Y TURISMO;Usuario de nivel básico;25,2
Ambos sexos;24 - HOSTELERÍA Y TURISMO;No usuario de las TIC;0,1
Ambos sexos;Técnico superior en gestión de alojamientos turísticos;Total;100,0
Ambos sexos;Técnico superior en gestión de alojamientos turísticos;Usuario experto;15,2
Ambos sexos;Técnico superior en gestión de alojamientos turísticos;Usuario de nivel avanzado;59,2
Ambos sexos;Técnico superior en gestión de alojamientos turísticos;Usuario de nivel básico;25,6
Ambos sexos;Técnico superior en gestión de alojamientos turísticos;No usuario de las TIC;0,0
Ambos sexos;Técnico superior en guía, información y asistencias turísticas;Total;100,0
Ambos sexos;Técnico superior en guía, información y asistencias turísticas;Usuario experto;10,3
Ambos sexos;Técnico superior en guía, información y asistencias turísticas;Usuario de nivel avanzado;72,5
Ambos sexos;Técnico superior en guía, información y asistencias turísticas;Usuario de nivel básico;17,2
Ambos sexos;Técnico superior en guía, información y asistencias turísticas;No usuario de las TIC;0,0
Ambos sexos;Técnico superior en agencias de viajes y gestión de eventos;Total;100,0
Ambos sexos;Técnico superior en agencias de viajes y gestión de eventos;Usuario experto;9,5
Ambos sexos;Técnico superior en agencias de viajes y gestión de eventos;Usuario de nivel avanzado;75,3
Ambos sexos;Técnico superior en agencias de viajes y gestión de eventos;Usuario de nivel básico;15,2
Ambos sexos;Técnico superior en agencias de viajes y gestión de eventos;No usuario de las TIC;0,0
Ambos sexos;TS en dirección de cocina y TS en dirección de servicios de restauración;Total;100,0
Ambos sexos;TS en dirección de cocina y TS en dirección de servicios de restauración;Usuario experto;10,7
Ambos sexos;TS en dirección de cocina y TS en dirección de servicios de restauración;Usuario de nivel avanzado;52,9
Ambos sexos;TS en dirección de cocina y TS en dirección de servicios de restauración;Usuario de nivel básico;36,2
Ambos sexos;TS en dirección de cocina y TS en dirección de servicios de restauración;No usuario de las TIC;0,2
Ambos sexos;25 - ACTIVIDADES FÍSICAS Y DEPORTIVAS;Total;100,0
Ambos sexos;25 - ACTIVIDADES FÍSICAS Y DEPORTIVAS;Usuario experto;10,6
Ambos sexos;25 - ACTIVIDADES FÍSICAS Y DEPORTIVAS;Usuario de nivel avanzado;66,3
Ambos sexos;25 - ACTIVIDADES FÍSICAS Y DEPORTIVAS;Usuario de nivel básico;22,3
Ambos sexos;25 - ACTIVIDADES FÍSICAS Y DEPORTIVAS;No usuario de las TIC;0,8
Ambos sexos;15 - VIDRIO Y CERÁMICA 16 - MADERA, MUEBLE Y CORCHO 17 - TEXTIL, CONFECCIÓN Y PIEL 26 - ARTES Y ARTESANÍAS;Total;100,0
Ambos sexos;15 - VIDRIO Y CERÁMICA 16 - MADERA, MUEBLE Y CORCHO 17 - TEXTIL, CONFECCIÓN Y PIEL 26 - ARTES Y ARTESANÍAS;Usuario experto;8,8
Ambos sexos;15 - VIDRIO Y CERÁMICA 16 - MADERA, MUEBLE Y CORCHO 17 - TEXTIL, CONFECCIÓN Y PIEL 26 - ARTES Y ARTESANÍAS;Usuario de nivel avanzado;73,2
Ambos sexos;15 - VIDRIO Y CERÁMICA 16 - MADERA, MUEBLE Y CORCHO 17 - TEXTIL, CONFECCIÓN Y PIEL 26 - ARTES Y ARTESANÍAS;Usuario de nivel básico;17,9
Ambos sexos;15 - VIDRIO Y CERÁMICA 16 - MADERA, MUEBLE Y CORCHO 17 - TEXTIL, CONFECCIÓN Y PIEL 26 - ARTES Y ARTESANÍAS;No usuario de las TIC;0,0
Hombres;Total;Total;100,0
Hombres;Total;Usuario experto;32,5
Hombres;Total;Usuario de nivel avanzado;53,2
Hombres;Total;Usuario de nivel básico;13,9
Hombres;Total;No usuario de las TIC;0,4
Hombres;01 - AGRARIA;Total;100,0
Hombres;01 - AGRARIA;Usuario experto;6,2
Hombres;01 - AGRARIA;Usuario de nivel avanzado;62,5
Hombres;01 - AGRARIA;Usuario de nivel básico;30,3
Hombres;01 - AGRARIA;No usuario de las TIC;1,1
Hombres;Técnico superior en gestión forestal y del medio natural;Total;100,0
Hombres;Técnico superior en gestión forestal y del medio natural;Usuario experto;7,2
Hombres;Técnico superior en gestión forestal y del medio natural;Usuario de nivel avanzado;61,4
Hombres;Técnico superior en gestión forestal y del medio natural;Usuario de nivel básico;30,0
Hombres;Técnico superior en gestión forestal y del medio natural;No usuario de las TIC;1,4
Hombres;TS en paisajismo y medio rural y TS Gestión y organización de empresas agropecuarias;Total;100,0
Hombres;TS en paisajismo y medio rural y TS Gestión y organización de empresas agropecuarias;Usuario experto;3,0
Hombres;TS en paisajismo y medio rural y TS Gestión y organización de empresas agropecuarias;Usuario de nivel avanzado;65,8
Hombres;TS en paisajismo y medio rural y TS Gestión y organización de empresas agropecuarias;Usuario de nivel básico;31,2
Hombres;TS en paisajismo y medio rural y TS Gestión y organización de empresas agropecuarias;No usuario de las TIC;0,0
Hombres;02 - MARÍTIMO-PESQUERA;Total;100,0
Hombres;02 - MARÍTIMO-PESQUERA;Usuario experto;20,6
Hombres;02 - MARÍTIMO-PESQUERA;Usuario de nivel avanzado;63,4
Hombres;02 - MARÍTIMO-PESQUERA;Usuario de nivel básico;16,0
Hombres;02 - MARÍTIMO-PESQUERA;No usuario de las TIC;0,0
Hombres;03 - INDUSTRIAS ALIMENTARIAS;Total;100,0
Hombres;03 - INDUSTRIAS ALIMENTARIAS;Usuario experto;9,2
Hombres;03 - INDUSTRIAS ALIMENTARIAS;Usuario de nivel avanzado;68,7
Hombres;03 - INDUSTRIAS ALIMENTARIAS;Usuario de nivel básico;22,1
Hombres;03 - INDUSTRIAS ALIMENTARIAS;No usuario de las TIC;0,0
Hombres;04 - QUÍMICA;Total;100,0
Hombres;04 - QUÍMICA;Usuario experto;26,3
Hombres;04 - QUÍMICA;Usuario de nivel avanzado;66,3
Hombres;04 - QUÍMICA;Usuario de nivel básico;6,5
Hombres;04 - QUÍMICA;No usuario de las TIC;0,9
Hombres;Técnico superior en laboratorio de análisis y de control de calidad;Total;100,0
Hombres;Técnico superior en laboratorio de análisis y de control de calidad;Usuario experto;22,5
Hombres;Técnico superior en laboratorio de análisis y de control de calidad;Usuario de nivel avanzado;71,7
Hombres;Técnico superior en laboratorio de análisis y de control de calidad;Usuario de nivel básico;5,8
Hombres;Técnico superior en laboratorio de análisis y de control de calidad;No usuario de las TIC;0,0
Hombres;Técnico superior en química industrial Fabricación de Productos Farmaceuticos e Industrias de proceso de pasta y papel;Total;100,0
Hombres;Técnico superior en química industrial Fabricación de Productos Farmaceuticos e Industrias de proceso de pasta y papel;Usuario experto;31,7
Hombres;Técnico superior en química industrial Fabricación de Productos Farmaceuticos e Industrias de proceso de pasta y papel;Usuario de nivel avanzado;58,7
Hombres;Técnico superior en química industrial Fabricación de Productos Farmaceuticos e Industrias de proceso de pasta y papel;Usuario de nivel básico;7,4
Hombres;Técnico superior en química industrial Fabricación de Productos Farmaceuticos e Industrias de proceso de pasta y papel;No usuario de las TIC;2,2
Hombres;05 - IMAGEN PERSONAL;Total;100,0
Hombres;05 - IMAGEN PERSONAL;Usuario experto;21,3
Hombres;05 - IMAGEN PERSONAL;Usuario de nivel avanzado;45,2
Hombres;05 - IMAGEN PERSONAL;Usuario de nivel básico;33,5
Hombres;05 - IMAGEN PERSONAL;No usuario de las TIC;0,0
Hombres;Técnico superior en estética integral y bienestar;Total;100,0
Hombres;Técnico superior en estética integral y bienestar;Usuario experto;9,7
Hombres;Técnico superior en estética integral y bienestar;Usuario de nivel avanzado;61,2
Hombres;Técnico superior en estética integral y bienestar;Usuario de nivel básico;29,1
Hombres;Técnico superior en estética integral y bienestar;No usuario de las TIC;0,0
Hombres;TS en estilismo y dirección de peluquería y TS en asesoría de imagen personal y corporativa;Total;100,0
Hombres;TS en estilismo y dirección de peluquería y TS en asesoría de imagen personal y corporativa;Usuario experto;28,6
Hombres;TS en estilismo y dirección de peluquería y TS en asesoría de imagen personal y corporativa;Usuario de nivel avanzado;35,2
Hombres;TS en estilismo y dirección de peluquería y TS en asesoría de imagen personal y corporativa;Usuario de nivel básico;36,2
Hombres;TS en estilismo y dirección de peluquería y TS en asesoría de imagen personal y corporativa;No usuario de las TIC;0,0
Hombres;06 - SANIDAD;Total;100,0
Hombres;06 - SANIDAD;Usuario experto;11,0
Hombres;06 - SANIDAD;Usuario de nivel avanzado;66,2
Hombres;06 - SANIDAD;Usuario de nivel básico;22,8
Hombres;06 - SANIDAD;No usuario de las TIC;0,0
Hombres;Técnico superior en audiología protésica;Total;100,0
Hombres;Técnico superior en audiología protésica;Usuario experto;11,9
Hombres;Técnico superior en audiología protésica;Usuario de nivel avanzado;71,6
Hombres;Técnico superior en audiología protésica;Usuario de nivel básico;16,5
Hombres;Técnico superior en audiología protésica;No usuario de las TIC;0,0
Hombres;Técnico superior en prótesis dentales Higiene bucodental;Total;100,0
Hombres;Técnico superior en prótesis dentales Higiene bucodental;Usuario experto;14,4
Hombres;Técnico superior en prótesis dentales Higiene bucodental;Usuario de nivel avanzado;61,6
Hombres;Técnico superior en prótesis dentales Higiene bucodental;Usuario de nivel básico;24,0
Hombres;Técnico superior en prótesis dentales Higiene bucodental;No usuario de las TIC;0,0
Hombres;Imagen para el diagnóstico y medicina nuclear Radioterapia y dosimetría;Total;100,0
Hombres;Imagen para el diagnóstico y medicina nuclear Radioterapia y dosimetría;Usuario experto;14,0
Hombres;Imagen para el diagnóstico y medicina nuclear Radioterapia y dosimetría;Usuario de nivel avanzado;70,8
Hombres;Imagen para el diagnóstico y medicina nuclear Radioterapia y dosimetría;Usuario de nivel básico;15,2
Hombres;Imagen para el diagnóstico y medicina nuclear Radioterapia y dosimetría;No usuario de las TIC;0,0
Hombres;Otros ciclos de Sanidad;Total;100,0
Hombres;Otros ciclos de Sanidad;Usuario experto;7,7
Hombres;Otros ciclos de Sanidad;Usuario de nivel avanzado;65,1
Hombres;Otros ciclos de Sanidad;Usuario de nivel básico;27,2
Hombres;Otros ciclos de Sanidad;No usuario de las TIC;0,0
Hombres;07 - SEGURIDAD Y MEDIO AMBIENTE;Total;100,0
Hombres;07 - SEGURIDAD Y MEDIO AMBIENTE;Usuario experto;9,4
Hombres;07 - SEGURIDAD Y MEDIO AMBIENTE;Usuario de nivel avanzado;78,3
Hombres;07 - SEGURIDAD Y MEDIO AMBIENTE;Usuario de nivel básico;10,8
Hombres;07 - SEGURIDAD Y MEDIO AMBIENTE;No usuario de las TIC;1,6
Hombres;08 - FABRICACIÓN MECÁNICA;Total;100,0
Hombres;08 - FABRICACIÓN MECÁNICA;Usuario experto;20,2
Hombres;08 - FABRICACIÓN MECÁNICA;Usuario de nivel avanzado;59,3
Hombres;08 - FABRICACIÓN MECÁNICA;Usuario de nivel básico;18,4
Hombres;08 - FABRICACIÓN MECÁNICA;No usuario de las TIC;2,1
Hombres;Técnico superior en programación de la producción en fabricación mecánica;Total;100,0
Hombres;Técnico superior en programación de la producción en fabricación mecánica;Usuario experto;17,9
Hombres;Técnico superior en programación de la producción en fabricación mecánica;Usuario de nivel avanzado;57,3
Hombres;Técnico superior en programación de la producción en fabricación mecánica;Usuario de nivel básico;21,1
Hombres;Técnico superior en programación de la producción en fabricación mecánica;No usuario de las TIC;3,8
Hombres;TS en construcciones metálicas TS en diseño en fabricación mecánica Programación de la producción en moldeo de metales y polímeros y Óptica de anteojería;Total;100,0
Hombres;TS en construcciones metálicas TS en diseño en fabricación mecánica Programación de la producción en moldeo de metales y polímeros y Óptica de anteojería;Usuario experto;22,4
Hombres;TS en construcciones metálicas TS en diseño en fabricación mecánica Programación de la producción en moldeo de metales y polímeros y Óptica de anteojería;Usuario de nivel avanzado;61,1
Hombres;TS en construcciones metálicas TS en diseño en fabricación mecánica Programación de la producción en moldeo de metales y polímeros y Óptica de anteojería;Usuario de nivel básico;16,0
Hombres;TS en construcciones metálicas TS en diseño en fabricación mecánica Programación de la producción en moldeo de metales y polímeros y Óptica de anteojería;No usuario de las TIC;0,6
Hombres;09 - INSTALACIÓN Y MANTENIMIENTO;Total;100,0
Hombres;09 - INSTALACIÓN Y MANTENIMIENTO;Usuario experto;13,4
Hombres;09 - INSTALACIÓN Y MANTENIMIENTO;Usuario de nivel avanzado;62,0
Hombres;09 - INSTALACIÓN Y MANTENIMIENTO;Usuario de nivel básico;24,4
Hombres;09 - INSTALACIÓN Y MANTENIMIENTO;No usuario de las TIC;0,1
Hombres;Técnico superior en mecatrónica industrial;Total;100,0
Hombres;Técnico superior en mecatrónica industrial;Usuario experto;15,8
Hombres;Técnico superior en mecatrónica industrial;Usuario de nivel avanzado;55,7
Hombres;Técnico superior en mecatrónica industrial;Usuario de nivel básico;28,3
Hombres;Técnico superior en mecatrónica industrial;No usuario de las TIC;0,2
Hombres;TS en desarrollo de proyectos de instalaciones térmicas y de fluidos y TS en mantenimiento de instalaciones térmicas y de fluidos;Total;100,0
Hombres;TS en desarrollo de proyectos de instalaciones térmicas y de fluidos y TS en mantenimiento de instalaciones térmicas y de fluidos;Usuario experto;6,2
Hombres;TS en desarrollo de proyectos de instalaciones térmicas y de fluidos y TS en mantenimiento de instalaciones térmicas y de fluidos;Usuario de nivel avanzado;81,0
Hombres;TS en desarrollo de proyectos de instalaciones térmicas y de fluidos y TS en mantenimiento de instalaciones térmicas y de fluidos;Usuario de nivel básico;12,8
Hombres;TS en desarrollo de proyectos de instalaciones térmicas y de fluidos y TS en mantenimiento de instalaciones térmicas y de fluidos;No usuario de las TIC;0,0
Hombres;10 - ELECTRICIDAD Y ELECTRÓNICA;Total;100,0
Hombres;10 - ELECTRICIDAD Y ELECTRÓNICA;Usuario experto;45,7
Hombres;10 - ELECTRICIDAD Y ELECTRÓNICA;Usuario de nivel avanzado;44,6
Hombres;10 - ELECTRICIDAD Y ELECTRÓNICA;Usuario de nivel básico;9,6
Hombres;10 - ELECTRICIDAD Y ELECTRÓNICA;No usuario de las TIC;0,2
Hombres;Técnico superior en sistemas electrotécnicos y automatizados;Total;100,0
Hombres;Técnico superior en sistemas electrotécnicos y automatizados;Usuario experto;32,7
Hombres;Técnico superior en sistemas electrotécnicos y automatizados;Usuario de nivel avanzado;55,7
Hombres;Técnico superior en sistemas electrotécnicos y automatizados;Usuario de nivel básico;11,6
Hombres;Técnico superior en sistemas electrotécnicos y automatizados;No usuario de las TIC;0,0
Hombres;Técnico superior en sistemas de telecomunicaciones e informáticos;Total;100,0
Hombres;Técnico superior en sistemas de telecomunicaciones e informáticos;Usuario experto;64,0
Hombres;Técnico superior en sistemas de telecomunicaciones e informáticos;Usuario de nivel avanzado;29,8
Hombres;Técnico superior en sistemas de telecomunicaciones e informáticos;Usuario de nivel básico;6,2
Hombres;Técnico superior en sistemas de telecomunicaciones e informáticos;No usuario de las TIC;0,0
Hombres;Técnico superior en mantenimiento electrónico;Total;100,0
Hombres;Técnico superior en mantenimiento electrónico;Usuario experto;49,2
Hombres;Técnico superior en mantenimiento electrónico;Usuario de nivel avanzado;38,0
Hombres;Técnico superior en mantenimiento electrónico;Usuario de nivel básico;12,9
Hombres;Técnico superior en mantenimiento electrónico;No usuario de las TIC;0,0
Hombres;Técnico superior en automatización y robótica industrial;Total;100,0
Hombres;Técnico superior en automatización y robótica industrial;Usuario experto;37,6
Hombres;Técnico superior en automatización y robótica industrial;Usuario de nivel avanzado;53,0
Hombres;Técnico superior en automatización y robótica industrial;Usuario de nivel básico;8,7
Hombres;Técnico superior en automatización y robótica industrial;No usuario de las TIC;0,7
Hombres;11 - ENERGÍA Y AGUA;Total;100,0
Hombres;11 - ENERGÍA Y AGUA;Usuario experto;19,5
Hombres;11 - ENERGÍA Y AGUA;Usuario de nivel avanzado;71,8
Hombres;11 - ENERGÍA Y AGUA;Usuario de nivel básico;8,7
Hombres;11 - ENERGÍA Y AGUA;No usuario de las TIC;0,0
Hombres;12 - TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;Total;100,0
Hombres;12 - TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;Usuario experto;12,4
